jMRUI Data Textfile

Filename: mm3_corrected.txt

PointsInDataset: 32768     
DatasetsInFile: 1         
SamplingInterval: 3.3333E-2 
ZeroOrderPhase: 0E0       
BeginTime: 0E0       
TransmitterFrequency: 2.9722E8  
MagneticField: 0E0       
TypeOfNucleus: 0E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
-5.4304E-1	-5.053E-1	-2.2253E-7	3.7074E-2
-6.1721E-1	-4.1104E-1	-2.1476E-7	3.711E-2
-6.7521E-1	-3.0607E-1	-2.0957E-7	3.7147E-2
-7.1551E-1	-1.9317E-1	-2.0737E-7	3.7184E-2
-7.3708E-1	-7.5276E-2	-2.0816E-7	3.7221E-2
-7.3935E-1	4.4515E-2	-2.1167E-7	3.7258E-2
-7.2229E-1	1.6307E-1	-2.1748E-7	3.7294E-2
-6.8636E-1	2.7729E-1	-2.2505E-7	3.7331E-2
-6.3249E-1	3.842E-1	-2.3392E-7	3.7368E-2
-5.6211E-1	4.8099E-1	-2.4371E-7	3.7405E-2
-4.7708E-1	5.6514E-1	-2.5423E-7	3.7441E-2
-3.7962E-1	6.3447E-1	-2.6538E-7	3.7478E-2
-2.7229E-1	6.8715E-1	-2.7717E-7	3.7515E-2
-1.5791E-1	7.2184E-1	-2.8956E-7	3.7552E-2
-3.9471E-2	7.3763E-1	-3.0243E-7	3.7589E-2
7.993E-2	7.3412E-1	-3.1544E-7	3.7625E-2
1.9717E-1	7.1141E-1	-3.2803E-7	3.7662E-2
3.0917E-1	6.7011E-1	-3.3937E-7	3.7699E-2
4.1302E-1	6.1131E-1	-3.4846E-7	3.7736E-2
5.0601E-1	5.3657E-1	-3.5421E-7	3.7773E-2
5.857E-1	4.4783E-1	-3.5559E-7	3.781E-2
6.5002E-1	3.4745E-1	-3.5173E-7	3.7846E-2
6.9731E-1	2.3804E-1	-3.4212E-7	3.7883E-2
7.2633E-1	1.2248E-1	-3.2662E-7	3.792E-2
7.3633E-1	3.7872E-3	-3.055E-7	3.7957E-2
7.2707E-1	-1.1492E-1	-2.7944E-7	3.7994E-2
6.9881E-1	-2.3055E-1	-2.4939E-7	3.8031E-2
6.5229E-1	-3.4008E-1	-2.1647E-7	3.8067E-2
5.8874E-1	-4.4064E-1	-1.8184E-7	3.8104E-2
5.0984E-1	-5.296E-1	-1.4654E-7	3.8141E-2
4.1765E-1	-6.0466E-1	-1.1141E-7	3.8178E-2
3.1461E-1	-6.6386E-1	-7.7038E-8	3.8215E-2
2.0341E-1	-7.0565E-1	-4.3723E-8	3.8251E-2
8.6965E-2	-7.2897E-1	-1.1538E-8	3.8288E-2
-3.1674E-2	-7.332E-1	1.9625E-8	3.8325E-2
-1.494E-1	-7.1826E-1	4.9981E-8	3.8362E-2
-2.6315E-1	-6.8454E-1	7.9782E-8	3.8399E-2
-3.6993E-1	-6.3295E-1	1.0926E-7	3.8436E-2
-4.6696E-1	-5.6484E-1	1.3861E-7	3.8472E-2
-5.5171E-1	-4.8201E-1	1.68E-7	3.8509E-2
-6.2198E-1	-3.8663E-1	1.9757E-7	3.8546E-2
