jMRUI Data Textfile

Filename: mm4.txt

PointsInDataset: 32768     
DatasetsInFile: 1         
SamplingInterval: 3.333E-2  
ZeroOrderPhase: 0E0       
BeginTime: 0E0       
TransmitterFrequency: 2.9722E8  
MagneticField: 0E0       
TypeOfNucleus: 1E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
1.0562E-1	-2.9381E-2	-4.3052E-8	3.4881E-3
1.0204E-1	-4.0052E-2	-4.3197E-8	3.4934E-3
9.7392E-2	-5.03E-2	-4.0944E-8	3.4987E-3
9.1717E-2	-6.0016E-2	-3.7407E-8	3.504E-3
8.5076E-2	-6.9099E-2	-3.4303E-8	3.5093E-3
7.754E-2	-7.7452E-2	-3.3097E-8	3.5146E-3
6.9187E-2	-8.4989E-2	-3.4321E-8	3.5199E-3
6.0105E-2	-9.1629E-2	-3.7348E-8	3.5252E-3
5.0392E-2	-9.7303E-2	-4.0715E-8	3.5305E-3
4.0148E-2	-1.0195E-1	-4.2807E-8	3.5358E-3
2.9483E-2	-1.0552E-1	-4.2627E-8	3.5411E-3
1.8508E-2	-1.0798E-1	-4.0306E-8	3.5464E-3
7.3399E-3	-1.0931E-1	-3.7161E-8	3.5517E-3
-3.9047E-3	-1.0948E-1	-3.5224E-8	3.557E-3
-1.5107E-2	-1.0849E-1	-3.6381E-8	3.5623E-3
-2.6148E-2	-1.0636E-1	-4.1405E-8	3.5676E-3
-3.6913E-2	-1.0312E-1	-4.9306E-8	3.5729E-3
-4.7287E-2	-9.8783E-2	-5.7312E-8	3.5782E-3
-5.7162E-2	-9.3409E-2	-6.1664E-8	3.5835E-3
-6.6433E-2	-8.7051E-2	-5.8998E-8	3.5888E-3
-7.5003E-2	-7.9777E-2	-4.7791E-8	3.5941E-3
-8.2781E-2	-7.1662E-2	-2.9182E-8	3.5994E-3
-8.9686E-2	-6.2794E-2	-6.6969E-9	3.6047E-3
-9.5645E-2	-5.3265E-2	1.5078E-8	3.61E-3
-1.006E-1	-4.3176E-2	3.227E-8	3.6153E-3
-1.0448E-1	-3.2633E-2	4.3077E-8	3.6206E-3
-1.0727E-1	-2.1748E-2	4.8087E-8	3.6259E-3
-1.0893E-1	-1.0635E-2	4.9477E-8	3.6311E-3
-1.0944E-1	5.8874E-4	4.9662E-8	3.6364E-3
-1.0879E-1	1.1805E-2	5.0176E-8	3.6417E-3
-1.07E-1	2.2895E-2	5.1383E-8	3.647E-3
-1.0409E-1	3.3742E-2	5.3022E-8	3.6523E-3
-1.0007E-1	4.4232E-2	5.5059E-8	3.6576E-3
-9.5003E-2	5.4255E-2	5.8163E-8	3.6629E-3
-8.8934E-2	6.3704E-2	6.3465E-8	3.6682E-3
-8.1929E-2	7.2481E-2	7.178E-8	3.6735E-3
-7.4061E-2	8.0493E-2	8.2858E-8	3.6788E-3
-6.5414E-2	8.7656E-2	9.5179E-8	3.6841E-3
-5.6079E-2	9.3894E-2	1.0644E-7	3.6894E-3
-4.6154E-2	9.9141E-2	1.1446E-7	3.6947E-3
-3.5744E-2	1.0334E-1	1.1797E-7	3.6999E-3
-2.4959E-2	1.0646E-1	1.1693E-7	3.7052E-3
-1.3913E-2	1.0845E-1	1.1224E-7	3.7105E-3
-2.7212E-3	1.0929E-1	1.0507E-7	3.7158E-3
8.4973E-3	1.0899E-1	9.6261E-8	3.7211E-3
1.9625E-2	1.0753E-1	8.6024E-8	3.7263E-3
3.0543E-2	1.0495E-1	7.4176E-8	3.7316E-3
4.1139E-2	1.0126E-1	6.0557E-8	3.7369E-3
5.1299E-2	9.6497E-2	4.537E-8	3.7422E-3
6.0917E-2	9.0723E-2	2.9245E-8	3.7475E-3
6.9892E-2	8.3993E-2	1.3093E-8	3.7528E-3
7.8129E-2	7.6379E-2	-2.0342E-9	3.7581E-3
8.5541E-2	6.7962E-2	-1.4923E-8	3.7634E-3
9.2051E-2	5.8829E-2	-2.4082E-8	3.7687E-3
9.7589E-2	4.9078E-2	-2.7761E-8	3.7741E-3
1.021E-1	3.8812E-2	-2.4314E-8	3.7794E-3
1.0553E-1	2.8138E-2	-1.2878E-8	3.7847E-3
1.0785E-1	1.7169E-2	5.9068E-9	3.79E-3
1.0903E-1	6.0211E-3	2.9507E-8	3.7953E-3
1.0907E-1	-5.1886E-3	5.3711E-8	3.8006E-3
1.0795E-1	-1.6342E-2	7.345E-8	3.8059E-3
1.057E-1	-2.7321E-2	8.4008E-8	3.8111E-3
1.0233E-1	-3.8011E-2	8.2254E-8	3.8164E-3
9.789E-2	-4.8298E-2	6.751E-8	3.8217E-3
9.2415E-2	-5.8074E-2	4.1824E-8	3.827E-3
8.5968E-2	-6.7237E-2	9.583E-9	3.8323E-3
7.8615E-2	-7.569E-2	-2.342E-8	3.8376E-3
7.0435E-2	-8.3344E-2	-5.1242E-8	3.8429E-3
6.1514E-2	-9.0118E-2	-6.912E-8	3.8482E-3
5.1946E-2	-9.5942E-2	-7.4613E-8	3.8535E-3
4.1833E-2	-1.0075E-1	-6.8235E-8	3.8588E-3
3.1281E-2	-1.045E-1	-5.3329E-8	3.8642E-3
2.04E-2	-1.0715E-1	-3.5067E-8	3.8695E-3
9.307E-3	-1.0867E-1	-1.8823E-8	3.8748E-3
-1.8826E-3	-1.0904E-1	-8.4912E-9	3.8801E-3
-1.305E-2	-1.0826E-1	-5.4323E-9	3.8854E-3
-2.4079E-2	-1.0634E-1	-8.4355E-9	3.8906E-3
-3.4851E-2	-1.0331E-1	-1.46E-8	3.8959E-3
-4.5255E-2	-9.9181E-2	-2.0617E-8	3.9012E-3
-5.518E-2	-9.401E-2	-2.3854E-8	3.9066E-3
-6.4521E-2	-8.785E-2	-2.2936E-8	3.9119E-3
-7.3181E-2	-8.0765E-2	-1.7811E-8	3.9172E-3
-8.1068E-2	-7.283E-2	-9.5072E-9	3.9225E-3
-8.81E-2	-6.4129E-2	2.7444E-10	3.9278E-3
-9.4202E-2	-5.4755E-2	9.6736E-9	3.9331E-3
