jMRUI Data Textfile

Filename: NAA_AcetylMoiety.txt

PointsInDataset: 32768     
DatasetsInFile: 1         
SamplingInterval: 3.3333E-2 
ZeroOrderPhase: 0E0       
BeginTime: 0E0       
TransmitterFrequency: 2.9722E8  
MagneticField: 0E0       
TypeOfNucleus: 0E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
2.7824E0	-4.8637E-1	-1.3977E-5	1.5866E-1
2.6615E0	-9.4339E-1	-1.5247E-5	1.588E-1
2.4663E0	-1.3737E0	-1.424E-5	1.5895E-1
2.202E0	-1.7654E0	-1.2668E-5	1.591E-1
1.8762E0	-2.1074E0	-1.1833E-5	1.5924E-1
1.498E0	-2.3901E0	-1.2194E-5	1.5939E-1
1.0781E0	-2.6058E0	-1.3608E-5	1.5953E-1
6.2819E-1	-2.7484E0	-1.2723E-5	1.5968E-1
1.6094E-1	-2.8139E0	-1.3114E-5	1.5982E-1
-3.1058E-1	-2.8006E0	-1.4154E-5	1.5997E-1
-7.7314E-1	-2.7088E0	-1.4736E-5	1.6011E-1
-1.2138E0	-2.5413E0	-1.6669E-5	1.6026E-1
-1.6202E0	-2.3026E0	-1.6324E-5	1.6041E-1
-1.9811E0	-1.9996E0	-1.5192E-5	1.6055E-1
-2.2862E0	-1.6407E0	-1.4507E-5	1.607E-1
-2.5272E0	-1.2361E0	-1.3898E-5	1.6084E-1
-2.6972E0	-7.9702E-1	-1.3312E-5	1.6099E-1
-2.7916E0	-3.3588E-1	-1.3102E-5	1.6113E-1
-2.8078E0	1.3441E-1	-1.4413E-5	1.6128E-1
-2.7453E0	6.0069E-1	-1.2643E-5	1.6143E-1
-2.606E0	1.0499E0	-1.006E-5	1.6157E-1
-2.3937E0	1.4695E0	-8.0159E-6	1.6172E-1
-2.1145E0	1.8476E0	-7.8983E-6	1.6186E-1
-1.7763E0	2.1739E0	-8.9079E-6	1.62E-1
-1.3884E0	2.439E0	-9.9647E-6	1.6215E-1
-9.6191E-1	2.6357E0	-1.2615E-5	1.6229E-1
