jMRUI Data Textfile

Filename: NAA.txt

PointsInDataset: 32768     
DatasetsInFile: 1         
SamplingInterval: 3.3333E-2 
ZeroOrderPhase: 0E0       
BeginTime: 0E0       
TransmitterFrequency: 2.9722E8  
MagneticField: 0E0       
TypeOfNucleus: 0E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
3.8761E+04	-1.6201E+02	1.9292E+04	1.5691E+03
3.8493E+04	-6.6056E+03	1.9292E+04	1.5710E+03
3.7036E+04	-1.2681E+04	1.9292E+04	1.5728E+03
3.4524E+04	-1.8310E+04	1.9292E+04	1.5747E+03
3.1093E+04	-2.3415E+04	1.9292E+04	1.5766E+03
2.6875E+04	-2.7919E+04	1.9292E+04	1.5784E+03
2.2005E+04	-3.1744E+04	1.9292E+04	1.5803E+03
1.6617E+04	-3.4813E+04	1.9292E+04	1.5822E+03
1.0846E+04	-3.7047E+04	1.9292E+04	1.5841E+03
4.8241E+03	-3.8370E+04	1.9292E+04	1.5859E+03
-1.3132E+03	-3.8703E+04	1.9292E+04	1.5878E+03
-7.4290E+03	-3.7995E+04	1.9292E+04	1.5897E+03
-1.3374E+04	-3.6294E+04	1.9292E+04	1.5915E+03
-1.8994E+04	-3.3676E+04	1.9292E+04	1.5934E+03
-2.4138E+04	-3.0214E+04	1.9292E+04	1.5953E+03
-2.8652E+04	-2.5984E+04	1.9292E+04	1.5972E+03
-3.2401E+04	-2.1073E+04	1.9292E+04	1.5990E+03
-3.5315E+04	-1.5620E+04	1.9292E+04	1.6009E+03
-3.7344E+04	-9.7793E+03	1.9292E+04	1.6028E+03
-3.8436E+04	-3.7028E+03	1.9292E+04	1.6047E+03
-3.8539E+04	2.4565E+03	1.9292E+04	1.6065E+03
-3.7623E+04	8.5470E+03	1.9292E+04	1.6084E+03
-3.5740E+04	1.4422E+04	1.9292E+04	1.6103E+03
-3.2964E+04	1.9937E+04	1.9292E+04	1.6121E+03
-2.9368E+04	2.4945E+04	1.9292E+04	1.6140E+03
-2.5027E+04	2.9302E+04	1.9292E+04	1.6159E+03
-2.0027E+04	3.2879E+04	1.9292E+04	1.6178E+03
-1.4511E+04	3.5611E+04	1.9292E+04	1.6196E+03
-8.6336E+03	3.7452E+04	1.9292E+04	1.6215E+03
-2.5499E+03	3.8355E+04	1.9292E+04	1.6234E+03
3.5846E+03	3.8270E+04	1.9292E+04	1.6252E+03
9.6168E+03	3.7172E+04	1.9292E+04	1.6271E+03
1.5403E+04	3.5119E+04	1.9292E+04	1.6290E+03
2.0801E+04	3.2189E+04	1.9292E+04	1.6309E+03
2.5669E+04	2.8460E+04	1.9292E+04	1.6327E+03
2.9866E+04	2.4010E+04	1.9292E+04	1.6346E+03
3.3267E+04	1.8931E+04	1.9292E+04	1.6365E+03
3.5812E+04	1.3366E+04	1.9292E+04	1.6383E+03
3.7461E+04	7.4700E+03	1.9292E+04	1.6402E+03
3.8170E+04	1.3994E+03	1.9292E+04	1.6421E+03
3.7898E+04	-4.6902E+03	1.9292E+04	1.6440E+03
3.6623E+04	-1.0646E+04	1.9292E+04	1.6458E+03
3.4408E+04	-1.6327E+04	1.9292E+04	1.6477E+03
3.1334E+04	-2.1595E+04	1.9292E+04	1.6496E+03
2.7484E+04	-2.6312E+04	1.9292E+04	1.6514E+03
2.2940E+04	-3.0340E+04	1.9292E+04	1.6533E+03
1.7797E+04	-3.3558E+04	1.9292E+04	1.6552E+03
1.2200E+04	-3.5912E+04	1.9292E+04	1.6571E+03
6.3024E+03	-3.7365E+04	1.9292E+04	1.6589E+03
2.6171E+02	-3.7882E+04	1.9292E+04	1.6608E+03
-5.7666E+03	-3.7426E+04	1.9292E+04	1.6627E+03
-1.1630E+04	-3.5980E+04	1.9292E+04	1.6645E+03
-1.7192E+04	-3.3611E+04	1.9292E+04	1.6664E+03
-2.2317E+04	-3.0405E+04	1.9292E+04	1.6683E+03
-2.6871E+04	-2.6447E+04	1.9292E+04	1.6702E+03
-3.0721E+04	-2.1824E+04	1.9292E+04	1.6720E+03
-3.3750E+04	-1.6634E+04	1.9292E+04	1.6739E+03
-3.5909E+04	-1.1020E+04	1.9292E+04	1.6758E+03
-3.7167E+04	-5.1382E+03	1.9292E+04	1.6777E+03
-3.7494E+04	8.5583E+02	1.9292E+04	1.6795E+03
-3.6858E+04	6.8067E+03	1.9292E+04	1.6814E+03
-3.5249E+04	1.2563E+04	1.9292E+04	1.6833E+03
-3.2735E+04	1.7991E+04	1.9292E+04	1.6851E+03
-2.9408E+04	2.2961E+04	1.9292E+04	1.6870E+03
-2.5356E+04	2.7343E+04	1.9292E+04	1.6889E+03
-2.0668E+04	3.1008E+04	1.9292E+04	1.6908E+03
-1.5446E+04	3.3843E+04	1.9292E+04	1.6926E+03
-9.8328E+03	3.5805E+04	1.9292E+04	1.6945E+03
-3.9835E+03	3.6869E+04	1.9292E+04	1.6964E+03
1.9472E+03	3.7008E+04	1.9292E+04	1.6983E+03
7.8048E+03	3.6199E+04	1.9292E+04	1.7001E+03
1.3439E+04	3.4434E+04	1.9292E+04	1.7020E+03
1.8721E+04	3.1787E+04	1.9292E+04	1.7039E+03
2.3525E+04	2.8351E+04	1.9292E+04	1.7058E+03
2.7726E+04	2.4218E+04	1.9292E+04	1.7076E+03
3.1199E+04	1.9481E+04	1.9292E+04	1.7095E+03
3.3836E+04	1.4243E+04	1.9292E+04	1.7114E+03
3.5600E+04	8.6470E+03	1.9292E+04	1.7133E+03
3.6471E+04	2.8466E+03	1.9292E+04	1.7151E+03
3.6428E+04	-3.0051E+03	1.9292E+04	1.7170E+03
3.5452E+04	-8.7545E+03	1.9292E+04	1.7189E+03
3.3541E+04	-1.4254E+04	1.9292E+04	1.7208E+03
3.0772E+04	-1.9378E+04	1.9292E+04	1.7226E+03
2.7240E+04	-2.4006E+04	1.9292E+04	1.7245E+03
2.3041E+04	-2.8018E+04	1.9292E+04	1.7264E+03
1.8270E+04	-3.1294E+04	1.9292E+04	1.7283E+03
1.3032E+04	-3.3731E+04	1.9292E+04	1.7302E+03
7.4699E+03	-3.5298E+04	1.9292E+04	1.7320E+03
1.7343E+03	-3.5978E+04	1.9293E+04	1.7339E+03
-4.0228E+03	-3.5758E+04	1.9293E+04	1.7358E+03
-9.6501E+03	-3.4623E+04	1.9293E+04	1.7377E+03
-1.5002E+04	-3.2576E+04	1.9293E+04	1.7395E+03
-1.9957E+04	-2.9697E+04	1.9293E+04	1.7414E+03
-2.4401E+04	-2.6083E+04	1.9293E+04	1.7433E+03
-2.8219E+04	-2.1832E+04	1.9293E+04	1.7452E+03
-3.1294E+04	-1.7043E+04	1.9293E+04	1.7470E+03
-3.3530E+04	-1.1821E+04	1.9293E+04	1.7489E+03
-3.4900E+04	-6.3079E+03	1.9293E+04	1.7508E+03
-3.5394E+04	-6.5238E+02	1.9293E+04	1.7527E+03
-3.5003E+04	4.9961E+03	1.9293E+04	1.7545E+03
-3.3717E+04	1.0488E+04	1.9293E+04	1.7564E+03
-3.1545E+04	1.5681E+04	1.9293E+04	1.7583E+03
-2.8568E+04	2.0458E+04	1.9293E+04	1.7602E+03
-2.4886E+04	2.4710E+04	1.9293E+04	1.7621E+03
-2.0599E+04	2.8327E+04	1.9293E+04	1.7639E+03
-1.5807E+04	3.1199E+04	1.9293E+04	1.7658E+03
-1.0617E+04	3.3234E+04	1.9293E+04	1.7677E+03
-5.1684E+03	3.4411E+04	1.9293E+04	1.7696E+03
3.9238E+02	3.4724E+04	1.9293E+04	1.7714E+03
5.9184E+03	3.4170E+04	1.9293E+04	1.7733E+03
1.1263E+04	3.2743E+04	1.9293E+04	1.7752E+03
1.6286E+04	3.0457E+04	1.9293E+04	1.7771E+03
2.0877E+04	2.7395E+04	1.9293E+04	1.7789E+03
2.4932E+04	2.3660E+04	1.9293E+04	1.7808E+03
2.8345E+04	1.9351E+04	1.9293E+04	1.7827E+03
3.1013E+04	1.4571E+04	1.9293E+04	1.7846E+03
3.2849E+04	9.4277E+03	1.9293E+04	1.7864E+03
3.3836E+04	4.0579E+03	1.9293E+04	1.7883E+03
